,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTC,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLF,CLP,CNH,CNY,COP,CRC,CUC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KMF,KPW,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRO,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,SSP,STD,STN,SVC,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VEF,VES,VND,VUV,WST,XAF,XAG,XAU,XCD,XDR,XOF,XPD,XPF,XPT,YER,ZAR,ZMW,ZWL,BTC-USD,ETH-USD,SOL-USD
2017-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-12-31,-0.002395948451172636,8.543601639049303,-2.5887073057748733,0.4572873837481062,-0.3727001489005288,85.99354521812765,96.38195677143158,10.922770576292361,0.5586604662803696,0.14705882352941124,4.86452612377275,0.0,1.177451246527883,4.856424750734201,0.033437183209228394,2.318020619567207,0.0,18.14273675750404,-0.1707893219055956,17.21268530404645,0.0,274.36967075679644,9.469350574560242,9.150144183250287,9.641045049493924,0.47557147049488435,8.446682418315167,2.6383277742946687,1.1717173791396807,5.049891540130136,12.86205100229536,5.5223080204968245,5.385480423774891,8.397407610626484,6.964908425179628,0.0,0.9803921568627416,4.72966377440347,5.363113647521733,-0.30520244161952315,4.963767076318848,4.621742728162959,3.0427910935804325,0.5964606251582794,-1.5783880545639062,3.320594254805931,4.441670667306763,5.058298551785656,6.079752403992367,6.079752403992367,3.2991752254658557,6.079752403992367,7.178128448466126,6.079752403992367,3.745082612116435,1.4810503890802407,5.334414257296238,1.3313510298690323,0.2204138297488445,3.307808020250058,4.382376812530531,21.213058286821852,8.15770664709179,6.303550950770664,7.597519271343511,6.079752403992367,8.955565161282241,0.2398280388864027,18.151481669833448,12.461160219914724,6.079752403992367,2.4565931106555805,-0.128217037243461,-2.699236939545946,-1.2211994492638878,-1.077247466021669,-0.7252639504426672,4.921607148216478,0.0,4.351153532570495,0.6435049125297798,0.18625845222832726,15.714478232475138,2.8656727198309806,-0.07196942180039967,19.38871968888214,25.356736172355188,16.67645678406482,2.446503433979519,2.1762416658994033,0.06513268107444237,7.0446923120648375,4.961329208391674,14.340395023509856,1.2738248726348544,0.4154406046844139,0.6358678720964184,3.5612535612535634,2.2415542364764063,0.38790926199838704,7.110551721369829,-0.14540609092555945,1.750627862313503,3.4683637730356986,16.352189205579126,1.4696595459639417,5.395238870068586,5.266110148817771,9.462583877683928,5.640141823725853,0.050411608182265866,0.0,4.341422361543268,5.178613390518683,4.922075894644151,26.504383611301453,7.379660725049519,6.888775472914865,0.04525288449359621,4.48127041361297,4.717422375188041,20.105210283035714,3.844234675251146,0.026664889007399495,6.118668824434681,-2.8474472255268224,579.820687570753,9.158276326919568,1.8959426065565887,6.079752403992367,9.661107825603477,-1.0817237862802753,0.0,0.0,2.8940290134782165,4.968471821329823,0.18016296262386433,0.07184178473060854,16.231668686868673,-0.8662700425832948,6.9262167388260965,-0.284560512414056,20.2923401333577,0.4982156731874632,39.31614925093179,1.226320505765699,3.0853336671970544,3.028460780117026,-1.3916272506203087,2.103710608344711,0.0,12.549849486085618,2.9308634662226662,2488503.853261415,,1.8271849501303006,5.073632218365898,2.943631537922653,4.44172233050153,9.272857125687327,1.5582046772197211,0.0,2.0752484046136166,4.44172233050153,-16.06960408684546,4.441721827288969,16.849237298388985,-0.008154326778386789,16.016801583701536,19.47339816621403,0.0,,,
2019-12-31,0.009066486752717928,12.364303221187246,-2.0321343867750197,-0.9029243958025956,-5.343082745828931,190.63212866170255,212.4188159131252,11.316336092456659,0.5588839304668802,0.14705882352941124,6.89743218327028,0.0,2.666548674219138,7.0125852751360185,0.05838238338118362,7.021211808509409,0.0,0.9915190446629696,-0.30959265006629266,21.39357883411137,0.0,93.36702712527921,11.923810958219105,7.804848225476113,6.71386012171602,0.40960430161745,3.351318187272967,5.695661630094029,-0.673029041382811,16.034707158351402,20.285380180912014,6.857975137861572,6.683723887514281,10.048304277022124,1.1260523913820153,0.0,0.9803921568627416,6.995661605206083,6.527648130501551,-0.3192025536204235,7.410783054785108,9.554664744989939,3.8296626541388212,-9.773693835635711,-1.6161943848810312,16.807430012425996,6.969875180028806,5.23278693672784,1.91711210071428,1.91711210071428,10.237179531653862,1.91711210071428,25.800044140366385,1.91711210071428,7.526881720430101,6.072172238029472,4.958933972804314,1.176904645775112,-0.3249065963922493,4.3994819415782205,7.131842794900889,49.15306015135026,14.079603608476443,2.4050076805562925,-0.6016503659742378,1.91711210071428,11.668138848691022,0.33473209498726675,18.151481669833448,17.23336988821169,1.91711210071428,6.520229108887032,-0.21308517495784995,-3.542127629397973,-1.7500159293459494,0.06457037548952549,0.5105888124589786,6.8633502504202415,0.0,8.215955841697365,0.571525239324111,0.12196924452372304,15.215752594847709,6.944400965456632,0.1352040189256387,18.27789912360318,49.50402660063242,13.716741035879831,2.968315256464882,2.2726220391212415,0.4869741365225222,13.324891578316954,6.982280617341274,9.16392348473305,11.459872175688513,-0.2441257892936144,0.6358678720964184,7.415296296296292,8.34884462037866,0.32304018940989554,1.7053172771297698,-3.7856047868343734,0.7165016989215456,4.213718024516511,13.391833434404688,1.1444597263845058,9.66027816760986,7.453584220809839,12.087469164394449,5.6716708314781705,0.04599409612506822,0.0,2.369789294069502,6.269045999853717,1.2943719478024196,40.09290748231713,9.238210051953267,15.57169482659788,0.03992255080096374,9.716030821854371,6.376062751980882,7.67311751972648,10.471067285304002,0.022771815212330182,6.976760364333345,-2.460755982625762,544.2952330572116,14.46165365376424,0.8497609229607406,1.91711210071428,-2.127873690749782,-1.0519345888386211,0.0,-0.0026100961590169725,5.387808086931289,7.534639351304118,0.1196241788926633,-0.016515854997489754,13.345309090909097,-8.700013835723851,9.901758172881747,-0.28416164906065466,12.942566974942205,0.9448826549475431,56.71579666146458,0.5941282681370064,0.8366886570405851,2.925738953373891,-15.716270770346263,0.8026744398665686,0.0,29.235528924092936,17.234168260722104,2488503.853261415,,2.106621658187091,9.017447823713143,3.7131552722716066,6.9698151970270406,-5.205216998869711,-14.130675526024362,0.0,2.8727635752035408,6.9698151970270406,-45.3735632183908,6.96981454010055,-3.554310497268398,0.011531988590629538,13.186512685809637,40.927033616805694,-0.11013013227207935,,,
2020-12-31,0.0038389628592483405,11.210052100691925,-9.090746658478388,8.205819831323492,0.6890716888147352,294.2539784900873,338.9404771849222,1.4250351397782302,0.5588839304668802,0.14705882352941124,-2.2225645759628376,0.0,2.3714183713902104,-1.797230073314371,0.04086766836683964,10.45136758259584,0.0,-0.9457854630187779,-0.5969611717473122,56.83446589584171,0.0,-52.15932941108945,14.562497834859634,10.07710492260976,32.17226842285284,0.4120456847556575,1.1697705043626883,23.576199310344826,-9.346222361402734,11.709327548806936,15.583887975148825,-0.13155553481263293,0.08656284232539946,15.170286459159744,7.942227427999504,-0.01949999999999452,0.9803921568627416,-1.7895878524945785,0.8981201979107123,-0.325690765526121,-1.7985728641725651,20.374998427478275,15.148490373992773,-11.441341473707901,-1.605739268551143,43.81001388787371,-1.7484397503600646,0.8774469346276792,-1.1478345485630093,-1.1478345485630093,26.618578587931108,-1.1478345485630093,29.624166850584864,-1.1478345485630093,8.586414896407035,10.948053866675522,6.186132381393561,1.179322254195303,-0.7741039153369322,2.4886640312027586,-0.1918021732195685,13.803021585951436,14.71400699287193,2.9455937064789994,-7.5418663247300515,-1.1478345485630093,14.418926622689154,22.9995026842063,18.151481669833448,23.718892130377856,-1.1478345485630093,14.933588166726942,-0.21308517495784995,-8.37408533092,5.766157627811785,19.129886546878595,-0.47176381805612566,-1.8663543437233754,0.0,1.7412166024721953,0.875697406741538,0.11776340850564448,26.808468155578936,11.90395935933164,0.2272891200934657,20.806196631635277,30.88245387002302,19.046754486884865,-1.3554891792667445,-4.915505969156364,0.28544540803192575,18.876300923389277,-2.092632015213569,-1.7809093992974478,17.96269214436186,-0.6691841114809249,0.6358678720964184,3.076923076923066,18.323865300355923,-0.0016298435655426324,6.266870516084366,1.1266532688292363,-0.2683803614517033,26.791134511682447,18.77905801495856,7.890760932501872,13.217435140519406,4.77473746692636,14.55811259371358,-1.2497985054966132,0.027284633294510918,0.0,11.785572550321577,10.156507503240796,-3.901983428068212,44.87613152785885,6.79144062688366,23.877402192605324,0.046791537518275916,2.461673345146731,-2.307179620455524,28.326141117938654,16.104118827453128,0.023625091660561814,3.0880757379667,50.949986793477755,688.0665392156038,0.6023352234940216,-1.163271486090911,-1.1478345485630093,31.92956051613056,-0.9136327848493608,89.78278358809331,-0.0026100961590169725,-0.33495346503734647,-0.6526570538519905,0.11896042663248618,-0.32795880168468017,18.607943434343444,-7.786720779719913,28.500443758414782,-0.28416164906065466,9.666215032065528,0.4508633191084854,95.96850931369396,0.598250128789557,-5.2843710582489045,3.8643447321913493,0.7691233452979507,0.5537417920587151,0.0,46.676441620466,29.18688097924953,2488503.853261415,,2.165324916376399,3.2289183248811915,-0.5150812522816683,-1.7484277533238557,-35.842245489160085,-31.366034786007425,0.0,-1.25751052791232,-1.7484277533238557,-56.708173690932306,-1.7484278548785093,-13.270728824443678,0.03485683072317336,18.451649803552005,111.96385264297852,-0.11013044248906478,,,
2021-12-31,0.0036211493636972847,49.26316930726544,-3.7587848083336484,-0.6250495494130259,1.1329119534470022,231.8336462285331,436.1281977654798,7.4932063095423995,0.5588839304668802,0.0,6.069502174014452,0.0,3.7079864492867154,5.714469844134085,0.034764055558800244,13.952388262413052,0.0,1.2236357147783927,-0.409059704203929,68.24011472687594,0.0,-70.19565899200816,16.62984170281272,19.831860931943467,29.402743568622604,0.45305095664851525,0.4584826441788481,25.548589341692796,-6.3915683989506755,33.95661605206073,38.60280437689501,-2.3083858862051554,-2.622164683892414,35.71220529183763,13.569091626329755,0.0,0.9803921568627416,5.748373101952264,2.788496147519748,-0.4592036736293825,5.410129872390845,18.715044497398893,21.0316288076686,-11.601367357848236,-1.614082372673875,79.62868211388057,5.5211233797407555,4.246505570772285,-0.1215004426184052,-0.1215004426184052,19.295129598065984,-0.1215004426184052,35.73162657250057,-0.1215004426184052,10.674009965906105,3.4404343943604143,5.172616290159948,1.174372396859602,-0.22828438106369253,3.3304899097564844,6.763146524746522,57.16633556844288,25.450576622172427,5.0530951081526165,-10.55357128469102,-0.1215004426184052,16.703392909720804,22.880057881422466,18.62852125857284,25.635513728203897,-0.1215004426184052,23.796314964427843,-0.1849365388999935,2.1583175762269757,9.685409739856944,22.061882342778173,0.2600932311906501,5.8953553772308265,0.0,11.415371062816892,0.3476253341913482,0.15669743335853248,30.941290165175662,34.64629015462955,0.14617310273699058,32.3577829064299,15.654477844739034,29.336586830989255,238.5043553000583,-0.7644664929831069,3.8509068822031534,21.582506398169766,6.235767935802805,31.55896006312362,18.06876342846291,-0.03756259914772242,,6.704652421652413,29.954062147866225,-0.0016298435655426324,12.279124668026743,4.167211922567637,2.833998128724091,8.2156638387888,28.96705073782091,14.678810013607247,14.925975335197506,7.434517045506461,16.627125602349825,3.7873865506058424,0.04261599866954846,0.0,23.211624728800075,9.71242893980444,2.0734929148987336,61.233013118388314,15.827090329802807,23.272707330180587,0.03992255080096374,11.936573991179046,4.934993674833943,29.79324719913152,18.93834350289567,0.10465968935404746,4.271648943063822,-1.5940023166589379,6143.170862957477,10.578004531351649,0.8385454246374602,-0.1215004426184052,47.82683061874695,-0.2694850009275829,179.00241351568783,-0.0026100961590169725,3.4626961082151686,7.290242443687522,0.15627932526147692,387.8735604161937,28.888888888888875,2.0622945779335433,28.234699298360198,0.0007407462277342347,17.045129407761728,0.47648306291987463,250.93242316215637,1.0935430234457977,-6.565687721858082,3.3027591719897,-2.934185126864808,-2.4596237414933553,0.0,55.26587202913873,33.44433139086733,,,0.302134741962945,6.990597439884061,2.661680693826418,5.521128522623475,-27.39603218414387,-28.769461272881237,0.0,1.5853462283941022,5.521128522623475,-44.02830991911452,5.521127577071261,-3.9154187646002203,-0.028426289955407746,28.85989888190057,66.87505401543885,-0.11013044248906478,,,
2022-12-31,-0.005908191067094393,25.88460556063552,-3.3075836119357827,-18.525092120729113,1.1213544898501793,203.56821065129412,824.7989975984128,14.750898016554736,0.5588839304668802,0.0,12.610143109319427,0.0,24.781364196067557,12.14459103226262,-0.0652821195989528,17.279672871023564,0.0,0.8735114094040375,-0.21084762739017604,59.645866229887986,0.0,-16.00660550453622,29.504699152478775,30.368946086672977,27.7181183604162,0.43750582319701525,7.8415711593833315,27.27272727272727,-5.074361751826317,33.405639913232086,37.992756822419224,6.365160029040773,5.681739836526445,61.70541638801572,3.3139621769191274,0.0,0.9803921568627416,12.31019522776573,6.064278073916363,-0.5992047936383416,11.996923014427075,16.38729852686165,19.60870424697756,39.096305883014935,-1.614338175394614,96.07484832980046,11.890422467594796,8.957103139515121,11.713237331315085,11.713237331315085,4.0700645928200885,11.713237331315085,84.22553520194218,11.713237331315085,29.976396538158934,-2.7160740334004507,6.932310543096154,1.2090286539371276,-0.00880477935709667,4.60094675290923,13.74393804184113,129.89778175185842,44.25406146773041,14.6164526287059,1.4702276878876708,11.713237331315085,29.62969923634473,22.92214009302569,17.43592228672437,37.01908443044353,11.713237331315085,21.959803850637073,-0.17086222087108194,16.364562700342344,19.718498478765632,23.358673116793362,1.4548388139210555,12.068193350207213,0.0,18.259348777493535,1.313877813675468,0.14924709526940028,39.297150489133294,108.77096888749782,0.7749825174600433,137.9135803056976,23.085859298748733,37.93199636333089,255.06163354843082,11.626608340126365,11.91728582395446,37.374433458713895,12.616547560234427,55.36063829284119,40.61595663566378,-0.1166070484307502,,4.985754985754975,31.00572666433987,0.030837159732000075,41.31445113316141,-0.9930475743502476,8.460136898606407,8.215667228472912,37.537901758641624,24.736694236915003,18.172471813592917,19.053188646977404,29.500298899219924,11.84645657269745,0.04131673041742889,0.0,17.482647065636158,9.556808473223178,11.4402229605316,104.92195860853224,25.76853526220613,31.358305925766693,0.03305356408367377,18.836298002218598,11.082142610101453,27.985655888307658,25.38327837251071,0.22766482234517493,6.646782633385651,-4.558663656576312,8062.499962540975,27.405928878819786,0.23560023477777747,11.713237331315085,130.88956731099947,-2.7456707329250984,326.50844730490746,-0.0026100961590169725,11.562254027495955,13.88895894933575,0.14790231397769915,387.87938577213896,37.454545454545475,6.167255453581144,15.688283938214663,-0.28416164906065466,27.146875398097126,3.4182922320495024,392.260629581898,1.127336328651296,3.3639197543162025,4.4674910620468244,31.099893728562368,2.3408055602049282,0.0,38.82481763992516,38.43924397989702,,,4.134495621431888,11.582858198258993,6.4636757407425804,11.890370157119023,-29.36372311181553,-28.566217184548236,0.0,7.030523469020089,11.890370157119023,-40.68007662835249,11.890370088638115,-13.232570476607064,-0.008443555300208239,37.51891874643285,81.37351384312423,-0.11013044248906478,,,
2024-08-01,0.0032127490595224018,2.057010680971305,-16.338884187923895,-19.746298397081365,1.0242942373140052,429.3714675739121,4759.298318889005,19.29267530844918,0.5588839304668802,0.0,11.213605819631688,0.0,42.00596652132032,11.214305661685952,0.01618784266479434,63.74448720627019,0.0,0.23549045892525822,-0.3028921981034882,71.20552302766376,0.0,-78.59670506251516,31.21836748516722,37.94861370097513,65.43692483925352,0.34114592545611,9.782632019397909,77.90037291536052,-10.040812973905366,47.67028199566159,52.78518992334771,11.336605154846024,11.007269746669635,35.49440486231259,-7.234465295218673,0.0,0.9803921568627416,10.796575921908902,10.495002817111354,-0.3671299770398151,11.403707019647369,22.797513661075563,17.56373661035586,173.86110345215658,-1.614338175394614,191.23931364666328,11.16406625060009,10.669601630651847,5.498199117466185,5.498199117466185,4.648231618335741,5.498199117466185,242.89615978812628,5.498199117466185,45.81694204038813,-4.46624035896328,5.503147396244912,1.1128186740331003,0.011709844639162803,4.741963227643042,12.712082729324736,107.12039072416397,41.58910039214172,19.942811409702333,9.015834903548313,5.498199117466185,31.144872108102017,10.07525198310697,18.151481669833448,34.395829617257355,5.498199117466185,25.708149041360183,-0.26938244707351844,33.889538755134005,25.912840221917953,20.98306841741533,1.1242097003385743,10.972488685568106,0.0,27.97816966084701,1.3828721548126754,0.050349865473342525,42.70829833840493,167.00710869813827,5822.619807155418,97.77591876277656,55.720117625599826,47.679920571928804,255.46518961027112,6.279491961119765,3.3030236855632333,39.62756836214374,11.354986838428548,55.20057826463083,40.245932518477126,0.0706833805094842,,12.735937321937318,39.05385426457633,-0.2613658699458954,138.96671229203844,-6.065617217398433,12.498153346136798,8.258019636711289,47.25660804527996,362.4093480988047,19.40569245886916,32.50243091255744,31.214027944678225,19.20166280010256,0.016630633627134905,0.0,15.330466270837029,22.201687237098678,16.684012488992074,151.80203874871165,14.152731134647944,35.65461421610778,0.2415960008209872,18.568747182998592,10.037132914152469,48.55295426035613,53.733933071786396,0.051729884674367455,8.73227435740398,-3.0376567429085233,8483.468055014679,30.211845514706013,-0.007402228893360618,5.498199117466185,174.08088206781787,-2.4949748585604725,288.59613837489945,-0.0026100961590169725,8.912060375866826,10.945931387816632,0.042731912750904044,387.87938577213896,47.10209292929293,9.334501683346375,20.164945150279912,-0.28416164906065466,26.896895849859238,5.381780563360494,771.5840656115678,0.983041445085675,10.408302797140244,20.846762583765365,45.94632943804196,2.657312185453864,0.0,39.82894409661786,54.5705446551352,,,11.11144244440505,12.223747848376053,10.507049757772503,11.164091291916733,-41.75620296033047,-46.8204025796365,0.0,7.2657904443441,11.164091291916733,16.671988080034073,11.164091020236633,-4.077359070053122,0.011573934716024858,46.92753903007569,161.25536536668758,-0.11013044248906478,,,
2017-12-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
